"","width","gene_id","gene_name","gene_biotype","description","entrezid"
"284",4496,"WBGene00022268","Y73E7A.1","protein_coding","NULL",171725
"285",9495,"WBGene00022274","Y73E7A.8","protein_coding","NULL",171726
"286",6807,"WBGene00003111","mab-20","protein_coding","Semaphorin-2A  [Source:UniProtKB/Swiss-Prot;Acc:Q95XP4]",171727
"287",2499,"WBGene00022156","Y71G12B.18","protein_coding","NULL",171729
"288",21,"WBGene00173142","21ur-14112","piRNA","NULL",NA
"289",1111,"WBGene00004168","pqn-88","protein_coding","Prion-like-(Q/N-rich)-domain-bearing protein  [Source:UniProtKB/TrEMBL;Acc:Q95XP2]",171728
"290",5819,"WBGene00044358","Y71G12B.33","protein_coding","NULL",3564853
"291",4003,"WBGene00022157","Y71G12B.22","protein_coding","NULL",190603
"292",2292,"WBGene00022155","Y71G12B.17","protein_coding","NULL",171730
"293",2707,"WBGene00022158","Y71G12B.23","protein_coding","NULL",171731
"294",3614,"WBGene00185098","Y71G12B.35","protein_coding","NULL",13179386
"295",4614,"WBGene00022154","drag-1","protein_coding","RGM domain family member drag-1  [Source:UniProtKB/Swiss-Prot;Acc:G5EDE5]",190602
"296",7242,"WBGene00044348","Y71G12B.31","protein_coding","Tyrosine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:W6RYA7]",3565511
"297",149,"WBGene00200707","Y71G12B.37","ncRNA","NULL",NA
"298",1324,"WBGene00236797","Y71G12B.44","antisense_RNA","NULL",NA
"299",268,"WBGene00220197","Y71G12B.41","snoRNA","NULL",NA
"300",1478,"WBGene00219767","linc-131","lincRNA","NULL",NA
"301",3035,"WBGene00006702","ubc-3","protein_coding","UBiquitin Conjugating enzyme  [Source:UniProtKB/TrEMBL;Acc:W6RY98]",171734
"302",448,"WBGene00003080","lsm-6","protein_coding","LSM Sm-like protein  [Source:UniProtKB/TrEMBL;Acc:Q95XN6]",190601
"303",5904,"WBGene00022153","Y71G12B.13","protein_coding","NULL",190600
"304",5982,"WBGene00022152","atg-5","protein_coding","Autophagy protein 5  [Source:UniProtKB/TrEMBL;Acc:W6RR39]",171735
"305",19079,"WBGene00006771","tln-1","protein_coding","TaLiN  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AUD9]",171736
"306",111,"WBGene00199017","Y71G12B.36","ncRNA","NULL",NA
"307",99,"WBGene00003278","mir-50","miRNA","NULL",NA
"308",10409,"WBGene00022159","mppa-1","protein_coding","Mitochondrial Processing Peptidase Alpha  [Source:UniProtKB/TrEMBL;Acc:W6RR41]",171737
"309",2930,"WBGene00022150","Y71G12B.10","protein_coding","NULL",171738
"310",11072,"WBGene00022149","lin-65","protein_coding","LIN-65L  [Source:UniProtKB/TrEMBL;Acc:Q95XN0]",171739
"311",22271,"WBGene00022148","ddx-27","protein_coding","DEAD boX helicase homolog  [Source:UniProtKB/TrEMBL;Acc:Q95XM9]",171743
"312",4546,"WBGene00022160","Y71G12B.25","protein_coding","NULL",171740
"313",2829,"WBGene00022161","Y71G12B.26","protein_coding","NULL",171742
"314",94,"WBGene00220198","Y71G12B.42","ncRNA","NULL",NA
"315",3171,"WBGene00022146","Y71G12B.6","protein_coding","NULL",171744
"316",1288,"WBGene00022162","Y71G12B.27","protein_coding","Cyclin-dependent kinases regulatory subunit  [Source:UniProtKB/TrEMBL;Acc:Q95XM4]",171745
"317",7270,"WBGene00022145","Y71G12B.5","protein_coding","NULL",190598
"318",3745,"WBGene00022144","pghm-1","protein_coding","Probable peptidylglycine alpha-hydroxylating monooxygenase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q95XM2]",171746
"319",690,"WBGene00022143","Y71G12B.3","protein_coding","NULL",190597
"320",2153,"WBGene00044349","Y71G12B.32","protein_coding","NULL",3565893
"321",2347,"WBGene00022142","Y71G12B.2","protein_coding","NULL",190596
"322",4368,"WBGene00044347","Y71G12B.30","protein_coding","Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:Q4W5Q9]",3565302
"323",643,"WBGene00219766","anr-42","antisense_RNA","NULL",NA
"324",2521,"WBGene00022141","chaf-2","protein_coding","CHromatin Assembly Factor  [Source:UniProtKB/TrEMBL;Acc:Q95XL8]",171747
"325",3851,"WBGene00022163","Y71G12B.28","pseudogene","NULL",NA
"326",527,"WBGene00044746","C53H9.3","protein_coding","NULL",4363011
"327",1868,"WBGene00016907","C53H9.2","protein_coding","NULL",171749
"328",559,"WBGene00004441","rpl-27","protein_coding","60S ribosomal protein L27  [Source:UniProtKB/Swiss-Prot;Acc:P91914]",171750
"329",6306,"WBGene00001196","egl-30","protein_coding","EGL-30; Heterotrimeric G protein alpha subunit  [Source:UniProtKB/TrEMBL;Acc:G5EGU1]",171751
"330",173,"WBGene00303070","C53H9.4","protein_coding","NULL",36804994
"331",67,"WBGene00202110","M01D7.10","ncRNA","NULL",NA
"332",97,"WBGene00220027","M01D7.11","ncRNA","NULL",NA
"333",783,"WBGene00001309","emr-1","protein_coding","Emerin homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:O01971]",171752
"334",516,"WBGene00003750","nlp-12","protein_coding","Neuropeptide-Like Protein  [Source:UniProtKB/TrEMBL;Acc:O01970]",171753
"335",5303,"WBGene00006461","tag-96","protein_coding","NULL",171755
"336",600,"WBGene00044897","M01D7.9","protein_coding","NULL",4926910
"337",4120,"WBGene00019706","M01D7.1","pseudogene","NULL",NA
"338",9700,"WBGene00004743","scm-1","protein_coding","Secretory carrier-associated membrane protein  [Source:UniProtKB/TrEMBL;Acc:G5EED5]",171756
"339",9607,"WBGene00022139","tub-2","protein_coding","TUBby-related  [Source:UniProtKB/TrEMBL;Acc:Q9BL53]",171758
"340",30,"WBGene00303094","Y71G12A.5","protein_coding","NULL",36805067
"341",9701,"WBGene00022140","Y71G12A.4","protein_coding","NULL",171759
"342",27928,"WBGene00022138","trpp-10","protein_coding","TRansport Protein Particle  [Source:UniProtKB/TrEMBL;Acc:H2L0P2]",3564796
"343",2283,"WBGene00021768","Y51F10.7","protein_coding","NULL",171761
"344",123,"WBGene00219760","anr-19","antisense_RNA","NULL",NA
"345",7961,"WBGene00021766","hex-4","protein_coding","Hexosaminidase  [Source:UniProtKB/TrEMBL;Acc:Q8WTK2]",245995
"346",12861,"WBGene00021765","Y51F10.4","protein_coding","NULL",245996
"347",3707,"WBGene00255420","Y51F10.15","protein_coding","NULL",24105139
"348",7934,"WBGene00021771","spe-48","protein_coding","NULL",245997
"349",6561,"WBGene00044438","Y51F10.11","protein_coding","NULL",3565247
"350",6111,"WBGene00021764","Y51F10.3","protein_coding","NULL",259367
"351",213,"WBGene00201351","Y51F10.13","ncRNA","NULL",NA
"352",172,"WBGene00196465","Y51F10.12","ncRNA","NULL",NA
"353",5444,"WBGene00021763","Y51F10.2","protein_coding","NULL",245998
"354",22280,"WBGene00021238","gap-3","protein_coding","GTPase Activating Protein family  [Source:UniProtKB/TrEMBL;Acc:Q95XA9]",260016
"355",92,"WBGene00220136","Y20F4.11","ncRNA","NULL",NA
"356",7690,"WBGene00021237","crtc-1","protein_coding","CREB-regulated transcription coactivator 1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q95XA8]",259368
"357",9423,"WBGene00021239","Y20F4.4","protein_coding","NULL",245999
"358",2375,"WBGene00219749","linc-30","lincRNA","NULL",NA
"359",1038,"WBGene00044435","Y20F4.8","protein_coding","NULL",3565842
"360",2411,"WBGene00021346","Y37E3.1","protein_coding","NULL",171762
"361",394,"WBGene00021347","rpb-10","protein_coding","DNA-directed RNA polymerases I, II, and III subunit RPABC5  [Source:UniProtKB/Swiss-Prot;Acc:Q9GR61]",171763
"362",573,"WBGene00021348","moag-4","protein_coding","MOdifier of protein AGgregation  [Source:UniProtKB/TrEMBL;Acc:Q9BKU8]",171764
"363",3323,"WBGene00021349","arl-13","protein_coding","ADP-ribosylation factor-like protein 13B  [Source:UniProtKB/Swiss-Prot;Acc:H2L0N8]",171765
"364",134,"WBGene00195672","Y37E3.26","ncRNA","NULL",NA
"365",502,"WBGene00004409","rla-1","protein_coding","60S acidic ribosomal protein P1  [Source:UniProtKB/Swiss-Prot;Acc:P91913]",171766
"366",927,"WBGene00021350","Y37E3.8","protein_coding","NULL",171767
"367",140,"WBGene00044932","Y37E3.22","snoRNA","NULL",NA
"368",143,"WBGene00197277","Y37E3.28","ncRNA","NULL",NA
"369",139,"WBGene00044931","Y37E3.21","snoRNA","NULL",NA
"370",219,"WBGene00196428","Y37E3.27","ncRNA","NULL",NA
"371",1196,"WBGene00004014","phb-1","protein_coding","Mitochondrial prohibitin complex protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9BKU4]",171768
"372",4227,"WBGene00021351","eif-2alpha","protein_coding","Eukaryotic Initiation Factor  [Source:UniProtKB/TrEMBL;Acc:Q9BKU3]",171769
"373",6704,"WBGene00021352","pcyt-2.1","protein_coding","Phosphocholine CYtidylylTransferase  [Source:UniProtKB/TrEMBL;Acc:X5M8X2]",171770
"374",222,"WBGene00200606","Y37E3.29","ncRNA","NULL",NA
"375",119,"WBGene00044925","Y37E3.20","snoRNA","NULL",NA
"376",8150,"WBGene00021353","iglr-3","protein_coding","IG(Immunoglobulin) and LRR(Leucine Rich Repeat) domains  [Source:UniProtKB/TrEMBL;Acc:X5LX93]",171771
"377",26098,"WBGene00003799","npp-13","protein_coding","Nuclear pore protein  [Source:UniProtKB/TrEMBL;Acc:Q9BKT9]",171774
"378",1440,"WBGene00044810","Y37E3.19","protein_coding","NULL",4363008
"379",4937,"WBGene00021354","fpn-1.1","protein_coding","Solute carrier family 40 protein  [Source:UniProtKB/TrEMBL;Acc:Q8IA95]",171773
"380",17382,"WBGene00021355","Y37E3.17","protein_coding","NULL",171775
"381",2004,"WBGene00235158","Y37E3.30","protein_coding","NULL",24105068
"382",20,"WBGene00195033","Y37E3.25","ncRNA","NULL",NA
"383",17,"WBGene00195032","Y37E3.24","ncRNA","NULL",NA
"384",21,"WBGene00195031","Y37E3.23","ncRNA","NULL",NA
"385",49588,"WBGene00021009","afd-1","protein_coding","AFaDin (Actin filament binding protein) homolog  [Source:UniProtKB/TrEMBL;Acc:X5M8U5]",171776
"386",3380,"WBGene00021008","W03F11.5","protein_coding","NULL",171777
"387",2843,"WBGene00021005","ule-1","protein_coding","Uterine Lumin Expressed/locailized  [Source:UniProtKB/TrEMBL;Acc:X5M5P2]",171778
"388",9793,"WBGene00001542","gcy-17","protein_coding","Receptor-type guanylate cyclase gcy-17  [Source:UniProtKB/Swiss-Prot;Acc:X5M8U1]",191649
"389",1214,"WBGene00021006","dct-9","protein_coding","Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:O01778]",171779
"390",5594,"WBGene00021007","W03F11.4","protein_coding","Protein-tyrosine-phosphatase  [Source:UniProtKB/TrEMBL;Acc:O01777]",171780
"391",4994,"WBGene00017399","lgc-51","protein_coding","Ligand-Gated ion Channel  [Source:UniProtKB/TrEMBL;Acc:X5LQ33]",184377
"392",21,"WBGene00170253","21ur-15161","piRNA","NULL",NA
"393",4771,"WBGene00017398","slc-17.6","protein_coding","SLC (SoLute Carrier) homolog  [Source:UniProtKB/TrEMBL;Acc:X5M917]",171781
"394",16944,"WBGene00000020","abt-2","protein_coding","ABC Transporter family  [Source:UniProtKB/TrEMBL;Acc:Q1RS86]",171782
"395",52,"WBGene00198059","Y39G10AL.4","ncRNA","NULL",NA
"396",52,"WBGene00201890","Y39G10AL.6","ncRNA","NULL",NA
"397",81,"WBGene00200608","Y39G10AL.5","ncRNA","NULL",NA
"398",71,"WBGene00023176","Y39G10AL.t1","tRNA","NULL",NA
"399",1682,"WBGene00021458","Y39G10AL.1","protein_coding","NULL",171783
"400",9680,"WBGene00000408","cdk-7","protein_coding","Cyclin-dependent kinase 7  [Source:UniProtKB/Swiss-Prot;Acc:G5EFV5]",171784
"401",4181,"WBGene00021469","Y39G10AR.11","protein_coding","NULL",171785
"402",7114,"WBGene00021470","tpxl-1","protein_coding","TPX2 (Targeting Protein for Xenopus Klp2)-Like; TPX2-related alternative variant b  [Source:UniProtKB/TrEMBL;Acc:Q8WSN6]",171786
"403",2738,"WBGene00021468","epg-2","protein_coding","Ectopic P granules protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q95XR4]",171787
"404",2305,"WBGene00002047","icp-1","protein_coding","InCenP homolog; Incenp-like protein ICP-1  [Source:UniProtKB/TrEMBL;Acc:G5EE37]",171788
"405",1991,"WBGene00021467","Y39G10AR.9","protein_coding","NULL",171789
"406",3154,"WBGene00021476","nsun-4","protein_coding","Nop2 (NOP2)/SUN domain family member  [Source:UniProtKB/TrEMBL;Acc:X5LVB3]",171790
"407",513,"WBGene00021475","tbca-1","protein_coding","Tubulin-specific chaperone A  [Source:UniProtKB/TrEMBL;Acc:Q95XR1]",171791
"408",2733,"WBGene00021466","eif-2gamma","protein_coding","Eukaryotic Initiation Factor  [Source:UniProtKB/TrEMBL;Acc:Q95XR0]",171792
"409",167,"WBGene00199088","Y39G10AR.30","ncRNA","NULL",NA
"410",1999,"WBGene00021465","ekl-7","protein_coding","NULL",189772
"411",3557,"WBGene00003156","mcm-4","protein_coding","DNA replication licensing factor mcm-4  [Source:UniProtKB/Swiss-Prot;Acc:Q95XQ8]",171793
"412",572,"WBGene00219275","Y39G10AR.32","protein_coding","NULL",13179495
"413",3414,"WBGene00021471","Y39G10AR.15","protein_coding","NULL",171794
"414",2174,"WBGene00021477","srbc-64","protein_coding","SRBC-64; Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:G5ECV4]",260292
"415",1758,"WBGene00021472","Y39G10AR.16","protein_coding","NULL",171795
"416",5382,"WBGene00021464","ugt-31","protein_coding","UDP-GlucuronosylTransferase  [Source:UniProtKB/TrEMBL;Acc:Q86S61]",189771
"417",8253,"WBGene00021463","zeel-1","protein_coding","NULL",189770
"418",105,"WBGene00044277","nspa-12","pseudogene","NULL",NA
"419",3404,"WBGene00077563","peel-1","protein_coding","PEEL-1  [Source:UniProtKB/TrEMBL;Acc:G5EGC6]",13179502
"420",15082,"WBGene00021461","nekl-1","protein_coding","NEK (NEver in mitosis Kinase) Like  [Source:UniProtKB/TrEMBL;Acc:A0A061AD48]",189769
"421",58,"WBGene00199635","Y39G10AR.31","ncRNA","NULL",NA
"422",79,"WBGene00196479","Y39G10AR.28","ncRNA","NULL",NA
"423",79,"WBGene00197084","Y39G10AR.29","ncRNA","NULL",NA
"424",54,"WBGene00196296","Y39G10AR.27","ncRNA","NULL",NA
"425",4763,"WBGene00021473","sydn-1","protein_coding","NULL",189773
"426",18540,"WBGene00021474","dot-1.1","protein_coding","Histone-lysine N-methyltransferase, H3 lysine-79 specific  [Source:UniProtKB/TrEMBL;Acc:Q6AW06]",171797
"427",7756,"WBGene00021460","zwl-1","protein_coding","NULL",171798
"428",65,"WBGene00044926","Y39G10AR.24","snoRNA","NULL",NA
"429",72,"WBGene00195289","Y39G10AR.26","ncRNA","NULL",NA
"430",3389,"WBGene00017741","F23C8.13","protein_coding","NULL",171799
"431",2352,"WBGene00017734","F23C8.5","protein_coding","NULL",171800
"432",1014,"WBGene00017735","did-2","protein_coding","Doa4-Independent Degradation, homologous to yeast Did2  [Source:UniProtKB/TrEMBL;Acc:Q9TXI3]",171801
"433",2852,"WBGene00017736","F23C8.7","protein_coding","Tyrosine-protein kinase  [Source:UniProtKB/TrEMBL;Acc:Q9TXI2]",184892
"434",2927,"WBGene00017737","F23C8.8","protein_coding","NULL",171802
"435",1186,"WBGene00017738","tipn-1","protein_coding","NULL",171803
"436",1705,"WBGene00017733","ubxn-1","protein_coding","UBX domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9TXH9]",171804
"437",535,"WBGene00255457","F23C8.14","protein_coding","NULL",24104474
"438",4182,"WBGene00017732","F23C8.3","protein_coding","NULL",184891
"439",965,"WBGene00023274","F23C8.10","pseudogene","NULL",NA
"440",564,"WBGene00023273","F23C8.2","pseudogene","NULL",NA
"441",1630,"WBGene00017731","F23C8.1","pseudogene","NULL",NA
"442",1953,"WBGene00017739","F23C8.11","pseudogene","NULL",NA
"443",12730,"WBGene00002141","inx-19","protein_coding","Innexin-19  [Source:UniProtKB/Swiss-Prot;Acc:O61715]",171805
"444",3186,"WBGene00022280","Y74C10AL.2","protein_coding","NULL",171806
"445",13326,"WBGene00022281","abtm-1","protein_coding","ABC Transporter, Mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A061AJH7]",171807
"446",503,"WBGene00022282","Y74C10AR.2","protein_coding","NULL",171808
"447",3914,"WBGene00001232","eif-3.I","protein_coding","Eukaryotic translation initiation factor 3 subunit I  [Source:UniProtKB/Swiss-Prot;Acc:Q965S8]",171809
"448",7396,"WBGene00021277","Y23H5B.6","protein_coding","RNA helicase  [Source:UniProtKB/TrEMBL;Acc:A0A061ACL9]",171810
"449",8126,"WBGene00021276","Y23H5B.5","protein_coding","NULL",171811
"450",6820,"WBGene00021278","Y23H5B.7","pseudogene","NULL",NA
"451",89,"WBGene00202408","Y23H5B.13","ncRNA","NULL",NA
"452",144,"WBGene00045093","Y23H5B.10","snoRNA","NULL",NA
"453",21,"WBGene00165483","21ur-15102","piRNA","NULL",NA
"454",8847,"WBGene00021275","dmsr-2","protein_coding","DroMyoSuppressin Receptor related  [Source:UniProtKB/TrEMBL;Acc:Q9N476]",189527
"455",60,"WBGene00255578","mir-8193","miRNA","NULL",NA
"456",1415,"WBGene00021274","Y23H5B.3","protein_coding","NULL",189526
"457",1462,"WBGene00021279","Y23H5B.8","protein_coding","NULL",189528
"458",1248,"WBGene00021273","Y23H5B.2","pseudogene","NULL",NA
"459",216,"WBGene00021280","nspd-8","protein_coding","Nematode Specific Peptide family, group D  [Source:UniProtKB/TrEMBL;Acc:Q9N472]",189529
"460",2412,"WBGene00021272","Y23H5B.1","protein_coding","NULL",189524
"461",1174,"WBGene00194701","Y23H5B.12","protein_coding","NULL",13179543
"462",1811,"WBGene00016950","C55C2.4","protein_coding","NULL",183850
"463",1425,"WBGene00016949","C55C2.3","protein_coding","NULL",183849
"464",434,"WBGene00006047","ssp-19","protein_coding","Sperm-specific class P protein 19  [Source:UniProtKB/Swiss-Prot;Acc:O01829]",171813
"465",1875,"WBGene00016948","scrt-1","protein_coding","SCRaTch (Zinc finger transcriptional repressor) homolog  [Source:UniProtKB/TrEMBL;Acc:O01830]",183848
"466",4239,"WBGene00000006","aat-5","protein_coding","Amino Acid Transporter  [Source:UniProtKB/TrEMBL;Acc:H2KZG9]",171814
"467",5192,"WBGene00001404","fbp-1","protein_coding","Fructose-1,6-BiPhosphatase; Fructose-1,6-bisphosphatase  [Source:UniProtKB/TrEMBL;Acc:G5EBJ7]",266822
"468",7768,"WBGene00004226","ptr-12","protein_coding","PaTched Related family  [Source:UniProtKB/TrEMBL;Acc:H2KZH1]",171816
"469",2649,"WBGene00019461","K07A3.3","protein_coding","NULL",171817
"470",323,"WBGene00201331","K07A3.4","ncRNA","NULL",NA
"471",323,"WBGene00201499","K07A3.5","ncRNA","NULL",NA
"472",10607,"WBGene00000832","ctn-1","protein_coding","Alpha-CaTuliN (Catenin/vinculin related)  [Source:UniProtKB/TrEMBL;Acc:Q8T3U1]",171818
"473",150,"WBGene00200768","Y23H5A.11","ncRNA","NULL",NA
"474",150,"WBGene00198727","Y23H5A.10","ncRNA","NULL",NA
"475",2866,"WBGene00021271","spe-47","protein_coding","Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:O76615]",189522
"476",103,"WBGene00195445","Y23H5A.9","ncRNA","NULL",NA
"477",1206,"WBGene00021270","pid-3","protein_coding","NULL",171819
"478",1230,"WBGene00021269","Y23H5A.2","protein_coding","NULL",171820
"479",5476,"WBGene00000800","cars-1","protein_coding","Cysteinyl Amino-acyl tRNA Synthetase  [Source:UniProtKB/TrEMBL;Acc:O76618]",171821
"480",2636,"WBGene00000801","cars-2","pseudogene","NULL",NA
"481",1575,"WBGene00023172","Y23H5A.8","protein_coding","NULL",24105057
"482",688,"WBGene00077781","F40E3.7","pseudogene","NULL",NA
"483",771,"WBGene00018231","F40E3.3","protein_coding","NULL",185533
"484",1055,"WBGene00018230","mage-1","protein_coding","Melanoma-Associated-antiGEn homolog  [Source:UniProtKB/TrEMBL;Acc:O01549]",185532
"485",345,"WBGene00219692","linc-23","lincRNA","NULL",NA
"486",11969,"WBGene00018232","F40E3.5","protein_coding","NULL",171824
"487",975,"WBGene00018233","F40E3.6","protein_coding","NULL",353381
"488",57,"WBGene00200510","F40E3.9","ncRNA","NULL",NA
"489",188,"WBGene00197940","F40E3.8","ncRNA","NULL",NA
"490",85,"WBGene00219930","F32B5.17","snoRNA","NULL",NA
"491",4275,"WBGene00017979","F32B5.6","protein_coding","NULL",171827
"492",9858,"WBGene00017980","F32B5.7","protein_coding","NULL",171828
"493",147,"WBGene00198883","F32B5.12","ncRNA","NULL",NA
"494",146,"WBGene00199900","F32B5.13","ncRNA","NULL",NA
"495",131,"WBGene00200994","F32B5.14","ncRNA","NULL",NA
"496",128,"WBGene00201569","F32B5.15","ncRNA","NULL",NA
"497",2855,"WBGene00000788","cpz-1","protein_coding","CathePsin Z  [Source:UniProtKB/TrEMBL;Acc:A0A078BPL2]",171829
"498",123,"WBGene00044927","F32B5.9","snRNA","NULL",NA
"499",394,"WBGene00017978","msrp-1","protein_coding","MS Related Protein  [Source:UniProtKB/TrEMBL;Acc:O01851]",171830
"500",1328,"WBGene00017977","F32B5.3","protein_coding","NULL",185197
"501",2557,"WBGene00017976","F32B5.2","protein_coding","NULL",185196
"502",149,"WBGene00196260","F32B5.10","ncRNA","NULL",NA
"503",1739,"WBGene00017975","F32B5.1","protein_coding","NULL",171831
"504",222,"WBGene00202148","F32B5.16","ncRNA","NULL",NA
"505",150,"WBGene00197526","F32B5.11","ncRNA","NULL",NA
"506",196,"WBGene00200310","Y71F9B.21","ncRNA","NULL",NA
"507",10667,"WBGene00003006","lin-17","protein_coding","Transmembrane receptor LIN-17  [Source:UniProtKB/TrEMBL;Acc:G5EDV1]",171832
"508",3449,"WBGene00001048","dnj-30","protein_coding","DNaJ domain (Prokaryotic heat shock protein)  [Source:UniProtKB/TrEMBL;Acc:A0A078BS22]",171833
"509",4846,"WBGene00022128","Y71F9B.6","protein_coding","NULL",260184
"510",532,"WBGene00004920","snr-7","protein_coding","Probable small nuclear ribonucleoprotein G  [Source:UniProtKB/Swiss-Prot;Acc:Q9N4G9]",171834
